accountName,weekEnding,organicVisits,paidSearchCost,displayCost,premiumDisplayCost,remarketingCost
happyAlpaca,07/12/15,233.9172294,191.7860741,47.03689416,0,17.34287747
happyAlpaca,07/19/15,212.0224563,374.4696137,48.14604778,0,18.21592138
happyAlpaca,07/26/15,214.9064422,313.7348435,48.86051278,0,17.52418296
happyAlpaca,08/02/15,197.0143116,301.1104002,50.81709507,0,18.23902361
happyAlpaca,08/09/15,190.9878016,238.2807539,48.83603558,0,14.31100832
happyAlpaca,08/16/15,221.9307554,318.3948877,50.57967694,0,18.3415169
happyAlpaca,08/23/15,211.9680703,313.3032093,49.84557094,0,16.93706068
happyAlpaca,08/30/15,241.0092195,313.5055866,49.6602122,0,19.01572652
happyAlpaca,09/06/15,212.0782932,289.9119008,49.93595602,0,19.11186516
happyAlpaca,09/13/15,212.0928907,188.6190156,22.40231678,0,9.608365933
happyAlpaca,09/20/15,223.0993311,323.1466206,53.20859102,0,4.588892091
happyAlpaca,09/27/15,212.9753779,297.638016,47.81622759,0,7.97077648
happyAlpaca,10/04/15,177.9743254,288.0611219,50.26570395,0,44.37628322
happyAlpaca,10/11/15,196.9363829,173.0174542,48.8168334,0,17.85979708
happyAlpaca,10/18/15,203.9382486,335.4183402,50.8991351,0,18.37369851
happyAlpaca,10/25/15,178.917203,323.2231197,50.77460793,0,18.45290421
happyAlpaca,11/01/15,207.0619959,325.4723215,50.21823421,0,18.4485151
happyAlpaca,11/08/15,188.0096138,302.4518211,53.37901427,0,18.46784832
happyAlpaca,11/15/15,182.0040508,333.1021835,45.81582226,0,17.68177842
happyAlpaca,11/22/15,172.9862857,345.7613782,49.5018276,0,17.88796306
happyAlpaca,11/29/15,189.9215048,314.466774,48.82290123,0,17.88168477
happyAlpaca,12/06/15,191.0420003,277.7789551,48.62964246,0,18.0948939
